Bankrupt,Persistent EPS in the Last Four Seasons,Borrowing dependency,Net Value Growth Rate,Net worth/Assets,Retained Earnings to Total Assets,Continuous interest rate (after tax)
0,0.161198828,0.396825645,0.000346292,0.750612208,0.926302143,0.781434676
0,0.218114777,0.369637181,0.000437425,0.970130302,0.937956445,0.781633273
0,0.240616432,0.372603074,0.00046782,0.893400248,0.940123541,0.781631448
0,0.218209322,0.383242038,0.000477552,0.813919037,0.932117065,0.781569694
0,0.229176515,0.382427871,0.000452398,0.815612057,0.93487625,0.781590045
0,0.20090763,0.369637181,0.000437775,0.976841914,0.925366724,0.781320711
0,0.259241751,0.37087297,0.000586653,0.923118783,0.954536989,0.782024993
0,0.1987331,0.383762075,0.000460458,0.816519031,0.926713322,0.781369834
0,0.219911128,0.376832713,0.00045135,0.787526076,0.933995344,0.781576992
0,0.20468942,0.370132615,0.000428691,0.911025788,0.926245328,0.781499237
0,0.209983927,0.372758526,0.000432659,0.889893279,0.925785785,0.781519448
0,0.191642243,0.381024329,0.000544006,0.841218974,0.922076882,0.780982324
0,0.133497211,0.374796179,0.000289446,0.754330804,0.898115911,0.78147608
0,0.209227569,0.372293288,0.000431037,0.921304834,0.935652906,0.781491097
0,0.171220573,0.371768777,0.000350335,0.937690843,0.879167735,0.780507375
0,0.229649239,0.377070924,0.000443315,0.819723675,0.93690426,0.781627518
0,0.21896568,0.370714163,0.000473559,0.7759168,0.910314042,0.781598045
0,0.198827645,0.389318091,0.000408503,0.782265623,0.926781488,0.781531939
0,0.176231446,0.378423022,0.000352556,0.838074795,0.846522807,0.779429197
0,0.222842016,0.373825442,0.000468169,0.896060707,0.936985018,0.781686466
0,0.202987615,0.371491423,0.000404885,0.919974605,0.88523577,0.781186535
0,0.193911317,0.373516774,0.000390736,0.834809686,0.918520137,0.781326605
0,0.2574454,0.370519568,0.00054151,0.939776884,0.954754399,0.782016151
0,0.238347357,0.374925909,0.000512763,0.806330683,0.942248757,0.781593975
0,0.219911128,0.369637181,0.00042647,0.97533029,0.938279515,0.781669203
0,0.227380165,0.380393573,0.000509943,0.808386492,0.935030957,0.781589343
0,0.200813085,0.371835878,0.000401716,0.917374611,0.917397869,0.781307518
0,0.228041978,0.369637181,0.00045931,0.968800073,0.939823303,0.781711308
0,0.22728562,0.375714353,0.000468119,0.884058409,0.938738823,0.781619238
0,0.218492956,0.369637181,0.000421979,0.985518638,0.944765713,0.781709203
0,0.221991113,0.369637181,0.000451649,0.965927986,0.938525091,0.781680571
0,0.197220384,0.377335976,0.000367104,0.840009674,0.898524342,0.781323377
0,0.19674766,0.382154991,0.000378059,0.802914412,0.915247153,0.781473834
0,0.200340361,0.371094405,0.00037993,0.881004928,0.842460534,0.781308921
0,0.215845703,0.378722743,0.000452697,0.839042235,0.933030781,0.781575869
0,0.197976742,0.371564117,0.000393456,0.848293376,0.904271317,0.781440009
0,0.191547698,0.374093848,0.000399046,0.897179309,0.921718152,0.781058254
0,0.193249504,0.380782763,0.000427643,0.844605013,0.919364934,0.780725621
0,0.230689231,0.374075955,0.000445835,0.880279348,0.940061061,0.781769835
0,0.216223882,0.370113603,0.000444837,0.903074644,0.929789768,0.78156801
0,0.197598563,0.377160393,0.000401516,0.85733289,0.923448348,0.781371799
0,0.197598563,0.373950698,0.000393705,0.883060737,0.913841448,0.781429623
0,0.215656613,0.372612021,0.000448305,0.879130514,0.923559884,0.781574746
0,0.229554694,0.374311929,0.000468244,0.886567706,0.947402543,0.781741484
0,0.224827456,0.377628986,0.000458212,0.857544517,0.938761237,0.781684922
1,0.153067978,0.376499442,0.000316147,0.82731203,0.888403396,0.781202535
1,0.190224071,0.279725465,0.00016702,0.668107749,0.804014459,0.780105129
1,0.208943935,0.37738071,0.000430089,0.817214379,0.928747193,0.781537694
1,0.201002175,0.37517083,0.000407405,0.853977084,0.914094925,0.781387939
1,0.187198639,0.441969388,0.000252513,0.723886689,0.869387641,0.779425688
0,0.169329678,0.437578705,0.000278391,0.722012274,0.903911368,0.781447167
0,0.222747471,0.376980337,0.000462829,0.798591166,0.936476736,0.781581764
0,0.216129337,0.369637181,0.000448131,0.939988512,0.931891542,0.781579799
0,0.219249315,0.371368404,0.000457439,0.922121111,0.938666556,0.781613062
0,0.159875201,0.383173818,0.000260524,0.791909786,0.827766658,0.780126883
0,0.198354921,0.374646318,0.000424499,0.818514376,0.939439935,0.781535167
0,0.233052851,0.373206988,0.000491526,0.914925779,0.944490055,0.781649834
0,0.22709653,0.369637181,0.00047593,0.979593071,0.952852434,0.781824712
0,0.226056538,0.369637181,0.00045684,0.957855912,0.941335277,0.781723238
0,0.213860263,0.375009786,0.000455417,0.847174774,0.900274918,0.781560431
0,0.216791151,0.377707271,0.000447207,0.844998035,0.933431051,0.781586115
0,0.205823958,0.374113979,0.000410475,0.821779484,0.899309894,0.781514115
0,0.211780278,0.37560028,0.000461082,0.888744445,0.920910249,0.781520009
0,0.235983738,0.373525721,0.00045145,0.888472352,0.941916068,0.78175608
0,0.218492956,0.372739514,0.000449329,0.885358406,0.917949214,0.781598887
0,0.226623806,0.371057499,0.000480696,0.886537473,0.932354228,0.78166794
0,0.219722038,0.376806991,0.000458612,0.85805847,0.937274162,0.781615869
1,0.194005862,0.393736733,0.00041302,0.781328416,0.910030597,0.781354114
1,0.21300936,0.383255458,0.000441493,0.799074886,0.92642941,0.781547659
1,0.158173395,0.389075407,0.000322685,0.785016779,0.902913537,0.781055447
1,0.204216697,0.37469329,0.00051955,0.885056081,0.928634237,0.781427378
1,0.163656992,0.390023776,0.000358694,0.785560964,0.915840016,0.781459518
1,0.189845892,0.375775863,0.000488382,0.873114249,0.911032638,0.781326605
0,0.171409662,0.394866278,0.00065368,0.749493606,0.921966043,0.781518887
0,0.226151083,0.376089004,0.000468568,0.800979533,0.935703942,0.781586957
0,0.209322114,0.369637181,0.000430064,0.935786196,0.925182489,0.78151622
0,0.219249315,0.372766354,0.000441693,0.911267648,0.937124747,0.781612361
0,0.227947433,0.371745291,0.000534373,0.89974907,0.941145415,0.781632571
0,0.225583814,0.369637181,0.000469442,0.979290746,0.958918475,0.781748501
0,0.223409284,0.369637181,0.00044566,0.958460562,0.940616135,0.781692922
0,0.224449277,0.373775116,0.000472736,0.803428364,0.912290993,0.78162794
0,0.220100217,0.375430289,0.000459385,0.875986335,0.925566084,0.781629764
0,0.232296492,0.372964304,0.000454095,0.898811863,0.940313662,0.781702887
0,0.216034792,0.374232525,0.000454544,0.871874717,0.921079855,0.781576571
0,0.218587501,0.369759083,0.001136722,0.965595429,0.934588275,0.781673554
0,0.213765718,0.376969153,0.000445061,0.861928228,0.935102537,0.781558045
1,0.215089345,0.384654527,0.000458187,0.820026,0.935359765,0.781577553
1,0.212253002,0.38328118,0.000468668,0.832572482,0.935812787,0.781528431
1,0.186725915,0.380516593,0.000387916,0.845239895,0.91777482,0.778384703
1,0.172449655,0.395590975,0.000364284,0.786921426,0.923353861,0.780901482
1,0.201853077,0.381281552,0.000425023,0.846207334,0.926990007,0.780625972
1,0.216885695,0.3857371,0.0004238,0.811046951,0.934524899,0.781586115
0,0.214616621,0.374956104,0.000441069,0.900202558,0.932247107,0.781574746
0,0.21915477,0.37086626,0.000445211,0.949118723,0.935628413,0.781671308
0,0.210456651,0.3749315,0.000433108,0.877467727,0.931409543,0.781483237
0,0.206580316,0.379239425,0.000452598,0.847628261,0.927440056,0.781077342
0,0.214238442,0.383375123,0.000444313,0.832149228,0.931895576,0.781558746
0,0.216696606,0.38271529,0.000447507,0.808779514,0.931930881,0.781590606
0,0.20686395,0.375965984,0.000427743,0.854581734,0.927460584,0.781463308
0,0.232863761,0.380825261,0.000473659,0.800767905,0.939231285,0.781786396
0,0.195896757,0.389985752,0.000403887,0.804698129,0.92428871,0.78129264
0,0.201853077,0.372888256,0.000445011,0.90011186,0.931737492,0.78137657
0,0.198071287,0.374308574,0.000465599,0.910269976,0.937081712,0.778573476
0,0.230783776,0.374984063,0.000442865,0.877860749,0.938474085,0.781772361
0,0.199394913,0.377100002,0.000412072,0.837591075,0.930311861,0.781458395
0,0.226718351,0.373964119,0.000448181,0.902953714,0.948075177,0.781711168
0,0.221423844,0.383325915,0.000520848,0.81455392,0.937232959,0.78167608
0,0.233525574,0.389341576,0.000480571,0.791698159,0.936524167,0.781630326
0,0.230027418,0.378151261,0.000508695,0.859449164,0.938695858,0.781726326
0,0.227852888,0.370082289,0.000465349,0.8081144,0.938225129,0.781598746
0,0.238820081,0.381439241,0.000491676,0.829639931,0.940893654,0.781992011
0,0.240049163,0.377991335,0.000493448,0.834053874,0.943735964,0.781744571
0,0.212914815,0.381787051,0.000432459,0.829307374,0.928720432,0.781546536
0,0.217925688,0.385711378,0.000441044,0.815672522,0.933637814,0.781613062
0,0.25347452,0.369637181,0.001018862,0.88272818,0.932758536,0.781762536
0,0.228798336,0.37671193,0.00044289,0.866644496,0.937888124,0.781695729
0,0.219343859,0.37510261,0.000453147,0.895546755,0.938814362,0.781639308
0,0.224354732,0.369922363,0.000455293,0.892523506,0.941450473,0.78161194
0,0.2475182,0.377821344,0.000601725,0.833812014,0.942831418,0.781839028
0,0.221707478,0.379946229,0.000452772,0.826919007,0.938252005,0.78171622
0,0.226245627,0.37429739,0.000469891,0.851709647,0.937288425,0.781619799
0,0.214805711,0.380045763,0.000444612,0.796263265,0.931631274,0.781565904
0,0.229460149,0.369637181,0.00048394,0.830970161,0.938312548,0.781597343
0,0.218587501,0.374905778,0.000454494,0.822353902,0.934421037,0.781581343
0,0.248652737,0.376805873,0.000517629,0.81966321,0.941553046,0.78189166
0,0.223692919,0.374224697,0.000469542,0.890618859,0.927693003,0.781663448
0,0.243736409,0.373510064,0.000496642,0.876228195,0.946118843,0.781910186
0,0.223976553,0.383278944,0.00045422,0.815067872,0.934717324,0.781685624
0,0.221896568,0.38203309,0.000463952,0.82063065,0.934347602,0.781622326
0,0.258674482,0.385856765,0.000528135,0.809444629,0.944444757,0.781954397
0,0.22530018,0.382612401,0.000466073,0.821960879,0.942983546,0.781676361
0,0.252339983,0.384544928,0.00049789,0.798228376,0.943268833,0.781642536
0,0.227663799,0.369637181,0.000635738,0.842942226,0.93773635,0.781609975
0,0.192682235,0.382657135,0.000343472,0.764458687,0.8879936,0.781508922
0,0.229932873,0.369637181,0.004596198,0.94301176,0.941013598,0.781780782
0,0.23541647,0.369637181,0.000483242,0.849230583,0.945299509,0.781646887
0,0.212631181,0.37178667,0.000433582,0.909967651,0.893215597,0.781526606
0,0.231634679,0.369637181,0.000709827,0.957825679,0.942631572,0.781714536
1,0.210078472,0.391390413,0.000429415,0.80034465,0.930044598,0.781344711
1,0.204594876,0.386245954,0.000428092,0.810895789,0.89828104,0.781180079
1,0.252529073,0.404566937,0.000479773,0.768509841,0.93731161,0.781812501
1,0.212536636,0.384443157,0.000419733,0.81431206,0.928536148,0.781528009
1,0.214616621,0.384455459,0.000386893,0.806723705,0.929099556,0.781565483
1,0.210645741,0.387491808,0.000441718,0.800314418,0.930573974,0.781489413
1,0.127540891,0.528356032,0.000232675,0.718777398,0.891517988,0.780308217
1,0.223882008,0.377606619,0.0004786,0.853130574,0.93819034,0.781700782
0,0.20289307,0.375013141,0.000420282,0.898086284,0.925238078,0.780630183
0,0.219438404,0.370255635,0.000440345,0.970069837,0.935657966,0.781712852
0,0.210645741,0.376624698,0.000440021,0.86340962,0.931275636,0.781494887
0,0.215089345,0.380353312,0.000453895,0.8271911,0.932902502,0.78158415
0,0.208565756,0.383016129,0.000436477,0.830395743,0.930222314,0.781385132
0,0.2050676,0.383172699,0.00042647,0.805756266,0.928464991,0.781440009
0,0.208187577,0.37614604,0.000445585,0.845723615,0.924239602,0.781497273
0,0.224543821,0.3770877,0.000452123,0.83777247,0.940477781,0.781689694
0,0.198827645,0.399081379,0.000402165,0.779212141,0.919421723,0.781157623
0,0.205162144,0.377820226,0.000429041,0.848202679,0.927976029,0.781445202
0,0.213765718,0.377691614,0.000438074,0.867037519,0.935922388,0.781533483
0,0.203743973,0.380711188,0.000406956,0.806602775,0.929670799,0.781297132
0,0.203365794,0.375905592,0.000434131,0.840191069,0.931731061,0.781472711
0,0.218492956,0.373451909,0.000448281,0.916618799,0.94701074,0.781656712
0,0.221612934,0.38003458,0.000586054,0.836684101,0.934124216,0.781641554
0,0.223692919,0.390415203,0.000465424,0.785984219,0.934360677,0.78160422
0,0.221802023,0.375315098,0.000446309,0.886567706,0.937159218,0.781657834
0,0.22530018,0.374881174,0.000450501,0.800767905,0.935323275,0.781596361
0,0.231540134,0.383089941,0.000482218,0.81358648,0.940250534,0.781890958
0,0.265387161,0.383035141,0.000552315,0.783716782,0.941975119,0.781795379
0,0.221991113,0.38162377,0.000464301,0.832360855,0.934625891,0.781633133
0,0.219627494,0.381915662,0.000452223,0.822263204,0.934766437,0.781629624
0,0.279947055,0.369637181,0.001440616,0.89536536,0.959295231,0.78184773
0,0.205634868,0.378587421,0.000423426,0.856698008,0.927680242,0.781436641
0,0.215940248,0.375384436,0.000442641,0.890830486,0.939198188,0.781593413
0,0.21896568,0.371330379,0.000445161,0.861958461,0.938731441,0.781587097
0,0.220572941,0.379982017,0.000420531,0.853100342,0.940550674,0.781737133
0,0.22530018,0.377313608,0.000463303,0.836139916,0.939203017,0.781721133
0,0.212063912,0.379842222,0.000436228,0.811228346,0.933431048,0.781548641
0,0.212914815,0.384724984,0.000439971,0.787072588,0.931007348,0.781553132
0,0.224449277,0.370161693,0.000468843,0.809233002,0.935396328,0.781587238
0,0.210551196,0.374708947,0.000426895,0.818967863,0.929556381,0.781547238
0,0.245060036,0.386984072,0.0004784,0.805786498,0.939602649,0.78187201
0,0.197125839,0.371518264,0.000408329,0.947788494,0.916359833,0.78085306
0,0.228609246,0.373952935,0.000452623,0.889349095,0.940799638,0.781761133
0,0.21896568,0.371975673,0.000456241,0.934153642,0.935229934,0.781627518
0,0.220194762,0.379797487,0.000458936,0.833539922,0.934651616,0.781615308
0,0.249125461,0.389115668,0.000548897,0.805635336,0.944908082,0.781787659
0,0.230500142,0.384788731,0.000476903,0.809202769,0.942266696,0.781727729
0,0.235321925,0.382242223,0.000566739,0.815007407,0.940430612,0.781623589
0,0.22331474,0.370626931,0.000597508,0.853765456,0.932917859,0.781592992
0,0.227663799,0.374267194,0.001496988,0.804033014,0.923613244,0.781607589
0,0.217736598,0.369637181,0.000742343,0.976600054,0.937366006,0.781640852
0,0.220478397,0.369637181,0.000412371,0.872237506,0.938990128,0.78159622
0,0.215656613,0.371802328,0.000446409,0.920821114,0.891972092,0.781589343
0,0.222842016,0.369637181,0.000469966,0.96913263,0.939692967,0.78164829
1,0.192020422,0.382017433,0.000363985,0.835172476,0.887981969,0.742704052
1,0.193060414,0.390561708,0.000395427,0.793874898,0.919510056,0.779408706
1,0.197125839,0.379078381,0.000312928,0.851286392,0.828564597,0.781214605
0,0.214900255,0.374561323,0.000446259,0.899235118,0.927013942,0.781675519
0,0.211307554,0.370475952,0.000427094,0.96961635,0.930005383,0.781328149
0,0.204500331,0.37594809,0.00044012,0.864981709,0.930627066,0.781364921
0,0.213387539,0.379539146,0.000437101,0.83861898,0.931458506,0.78152436
0,0.20903848,0.380692176,0.000431836,0.847900354,0.927159854,0.781401693
0,0.214900255,0.381240172,0.000446085,0.816579496,0.931492791,0.781571799
0,0.201758533,0.378402892,0.000415665,0.818514376,0.919506493,0.781458676
0,0.218682046,0.378353684,0.000415016,0.846479427,0.93566077,0.781639869
0,0.197882197,0.400716422,0.000391185,0.769265653,0.911644843,0.781330956
0,0.211874823,0.37859525,0.000438873,0.834598059,0.932408659,0.781536992
0,0.199300369,0.375778099,0.000412371,0.878737491,0.927314252,0.780926183
0,0.211213009,0.383140267,0.00044052,0.821537624,0.930621986,0.781442957
0,0.209416659,0.37321929,0.00043775,0.877951447,0.92991131,0.781513553
0,0.1987331,0.371504844,0.000412097,0.95090244,0.938764044,0.78094092
0,0.201853077,0.378913982,0.000414018,0.842367808,0.925963761,0.78134022
0,0.219249315,0.385449682,0.000444962,0.786377241,0.93413331,0.781586536
0,0.209889383,0.377834764,0.0004242,0.867067751,0.931412963,0.781332781
0,0.22312565,0.374468499,0.000446459,0.811077184,0.934510763,0.781587518
0,0.232296492,0.384972142,0.000460758,0.80046558,0.940368272,0.781892782
0,0.237118276,0.385312123,0.000452548,0.814160897,0.941313897,0.781785694
0,0.208943935,0.37729236,0.000482518,0.845632917,0.929271551,0.781453764
0,0.214616621,0.379653219,0.000433158,0.843093388,0.932811307,0.781569834
0,0.242223693,0.371284527,0.000515632,0.934093177,0.94933773,0.781770536
0,0.779521603,0.38133076,0.000670075,0.789430722,0.956591116,0.781740361
0,0.203554883,0.379525726,0.000419084,0.849774768,0.92145912,0.781387378
0,0.211402099,0.374241472,0.000427643,0.90751882,0.93426171,0.781499659
0,0.216412972,0.372663465,0.0004375,0.831242253,0.935938865,0.781570536
0,0.212631181,0.383272234,0.000431361,0.835021314,0.937134042,0.781338395
0,0.218209322,0.372415189,0.00043463,0.887535145,0.939127917,0.781661624
0,0.228325612,0.379260674,0.000478825,0.821023672,0.936828659,0.781637343
0,0.214238442,0.39152238,0.000444188,0.779574931,0.930954318,0.781563939
0,0.218682046,0.372896084,0.000443514,0.820842277,0.93350489,0.781574887
0,0.191169519,0.374716775,0.000397898,0.794600478,0.922068865,0.781475518
0,0.233620119,0.392399174,0.000437126,0.785077244,0.93660553,0.781830326
0,0.199773093,0.37148695,0.000408329,0.953834991,0.91619751,0.780668218
0,0.220005673,0.372238488,0.000446184,0.911056021,0.936578394,0.781645203
0,0.206485771,0.369637181,0.00041564,0.961937298,0.924213578,0.781310465
0,0.22114021,0.376803636,0.000462055,0.865586359,0.93518867,0.781623027
0,0.236740096,0.385210352,0.000469417,0.820539952,0.944773824,0.781764642
0,0.237118276,0.380244831,0.000480896,0.838921305,0.946275856,0.781777554
0,0.219249315,0.378464401,0.000454968,0.838165493,0.936240189,0.781584711
0,0.226056538,0.371938768,0.000472287,0.851558485,0.937349723,0.781588641
0,0.231445589,0.380059184,0.000497665,0.806088823,0.932085325,0.78160001
0,0.220100217,0.369637181,0.000450651,0.982586087,0.938677049,0.781710185
0,0.224732911,0.369637181,0.000449004,0.896574659,0.939356049,0.78161601
0,0.214616621,0.371936531,0.000444712,0.917646703,0.892657223,0.781568852
0,0.222652926,0.369637181,0.000446708,0.963207062,0.938468146,0.781663027
1,0.207998487,0.385929458,0.000449728,0.812649273,0.894707512,0.779625268
1,0.19258769,0.369637181,0.000379381,0.983190737,0.873136135,0.780196778
0,0.212253002,0.369670732,0.00042924,0.990295371,0.934244592,0.781398465
0,0.208282122,0.369637181,0.000449054,0.996855821,0.932915521,0.781149342
0,0.213576629,0.375017614,0.00044843,0.877407262,0.932788256,0.781550606
0,0.191831332,0.379763936,0.000372095,0.847235239,0.899201813,0.780535867
0,0.218682046,0.384435329,0.000454295,0.818665538,0.93008165,0.781679027
0,0.214805711,0.379403824,0.000446409,0.824651571,0.932628084,0.78157236
0,0.215372979,0.380408112,0.000447158,0.80191674,0.911464924,0.781570396
0,0.211213009,0.374895713,0.000439846,0.887897935,0.933723205,0.78145643
0,0.232580127,0.402987812,0.000517604,0.765879614,0.927687717,0.781795379
0,0.226718351,0.377687141,0.000450776,0.836774798,0.93454014,0.781658255
0,0.204311241,0.37637083,0.000420207,0.879553768,0.918944014,0.780710604
0,0.211969367,0.381054525,0.000440644,0.833177132,0.930315963,0.781323939
0,0.218492956,0.373411648,0.000444937,0.840463162,0.932585158,0.781587799
0,0.2149948,0.370765607,0.000448006,0.957825679,0.939503418,0.781601273
0,0.222085658,0.377596554,0.000464651,0.85161895,0.928891199,0.781666396
0,0.224922001,0.38348584,0.000464376,0.796656287,0.935894835,0.781599448
0,0.223976553,0.384324611,0.000452972,0.81990507,0.934673377,0.781707659
0,0.214427531,0.375577913,0.000454719,0.840674789,0.933049961,0.78156436
0,0.215372979,0.379097394,0.000439272,0.843698038,0.935340609,0.781573764
0,0.226434717,0.38223104,0.000474882,0.811228346,0.935987486,0.781656992
0,0.215562069,0.388790225,0.000448281,0.788160958,0.928321718,0.781589624
0,0.220667486,0.372506895,0.000422927,0.918281585,0.937305505,0.781675098
0,0.216507516,0.374462907,0.000450826,0.885600266,0.936053609,0.781585132
0,0.248936371,0.370959084,0.00053073,0.905251383,0.949608581,0.781727729
0,0.217642054,0.376366357,0.000453571,0.870604952,0.933574682,0.78159229
0,0.224732911,0.376304847,0.000448181,0.863318923,0.928037417,0.781661062
0,0.216412972,0.372887137,0.00044284,0.829277141,0.935161825,0.781571518
0,0.214805711,0.380097208,0.000446359,0.849593373,0.937040017,0.781570396
0,0.217925688,0.374866636,0.000444388,0.896907216,0.938366566,0.781764782
0,0.228514702,0.37218928,0.000571455,0.873265411,0.938523864,0.781668922
0,0.207431219,0.374499813,0.000426994,0.809958581,0.928338985,0.781532641
0,0.216034792,0.375045573,0.000446234,0.80107023,0.931885793,0.781568711
0,0.216318427,0.375379963,0.000450851,0.798077214,0.923674893,0.78158036
0,0.220289307,0.385040362,0.000455417,0.80714696,0.938366503,0.781630185
0,0.234660112,0.375521995,0.000542483,0.856788705,0.939562323,0.781827519
0,0.228136523,0.370506148,0.000456491,0.912053693,0.941475391,0.781740782
0,0.232107403,0.388200849,0.000502307,0.744958733,0.932922503,0.781597203
0,0.218209322,0.379066079,0.000453421,0.848414306,0.937401607,0.781645062
0,0.197409473,0.379098512,0.000402814,0.848807328,0.936561878,0.781264991
0,0.233714664,0.382232158,0.000458761,0.819481815,0.943349996,0.781808291
0,0.220478397,0.377038492,0.000494172,0.832391087,0.93594111,0.781589203
0,0.226812896,0.372447622,0.000442242,0.875170058,0.937582383,0.781593413
0,0.193344048,0.386296281,0.000392083,0.786860961,0.923746953,0.781520711
0,0.281932495,0.369637181,0.000616922,0.949118723,0.966948112,0.781905975
0,0.219532949,0.369637181,0.000451674,0.881790973,0.937579125,0.781586957
0,0.225205635,0.369637181,0.000456316,0.93073737,0.93929923,0.781653203
1,0.186536825,0.378491242,0.000364434,0.852858482,0.911240867,0.781146394
1,0.225961993,0.371485831,0.000448305,0.906249055,0.95524518,0.781636361
0,0.214332987,0.369637181,0.000442816,0.998125586,0.929599659,0.781556501
0,0.213860263,0.369637181,0.000441842,0.992230251,0.931721773,0.781493764
0,0.219343859,0.372286578,0.000491901,0.911207183,0.935713009,0.781634536
0,0.221802023,0.379636443,0.000483915,0.842458506,0.933444541,0.781740221
0,0.225772903,0.383732998,0.000475456,0.820902742,0.934800567,0.78177194
0,0.216602061,0.378268688,0.000446933,0.830486441,0.932182312,0.781606887
0,0.214900255,0.378853591,0.000449204,0.809414397,0.910729596,0.781567869
0,0.213954808,0.374105032,0.000444687,0.90594673,0.933965652,0.781545273
0,0.286092465,0.388550895,0.00068123,0.790458627,0.943827602,0.781953414
0,0.232958306,0.37607111,0.000466597,0.843335248,0.936262247,0.781687027
0,0.195329489,0.380024514,0.000380479,0.839435257,0.901635305,0.779422601
0,0.213103905,0.381217805,0.000444138,0.827342262,0.930241825,0.781396781
0,0.226340172,0.374007735,0.000462105,0.843516643,0.929837414,0.781614185
0,0.235605559,0.373823205,0.000468818,0.893067691,0.942695716,0.781846887
0,0.229460149,0.381916781,0.000475032,0.82063065,0.934108684,0.781738115
0,0.223692919,0.383693856,0.000486386,0.794812105,0.934220132,0.781597062
0,0.249220006,0.404532268,0.00052509,0.767149379,0.936999508,0.781852782
0,0.191358608,0.374337651,0.0003966,0.815702754,0.924767242,0.781452922
0,0.237780089,0.386512124,0.000559003,0.791244672,0.934804827,0.781812221
0,0.243925499,0.384380529,0.000575598,0.789612117,0.937508538,0.781820922
0,0.243830954,0.389466833,0.00052257,0.792998156,0.938757836,0.781742466
0,0.240143708,0.371883968,0.001686143,0.856667775,0.942287713,0.781873133
0,0.211213009,0.374223578,0.000424624,0.887293285,0.930745926,0.78148843
0,0.206958495,0.374871109,0.000430039,0.878979351,0.932022237,0.781494606
0,0.257067221,0.3702109,0.000547,0.918523445,0.954050137,0.781770817
0,0.20270398,0.379381457,0.000415166,0.833842247,0.925094147,0.781433272
0,0.283728846,0.375969339,0.000591943,0.870363092,0.949159034,0.781885765
0,0.220383852,0.371797854,0.000453995,0.846358497,0.937223899,0.781586817
0,0.219627494,0.386850987,0.000452423,0.813767875,0.936659255,0.781645062
0,0.225961993,0.372580706,0.000466298,0.91238625,0.941132091,0.781829905
0,0.229365605,0.372076326,0.000471164,0.889621187,0.93977652,0.781703027
0,0.197125839,0.386383513,0.000397324,0.769930768,0.92340708,0.78147229
0,0.244209133,0.383418739,0.000492075,0.779937721,0.936016023,0.781617133
0,0.24137279,0.374245945,0.000567213,0.83169574,0.933880795,0.781765063
0,0.233052851,0.386700009,0.000455043,0.800495813,0.937005328,0.781701343
0,0.230311052,0.381036631,0.0004651,0.834416664,0.937764857,0.781848291
0,0.252529073,0.37278313,0.000528135,0.895909544,0.951076259,0.781852221
0,0.266899877,0.382392084,0.000562073,0.810442301,0.946464813,0.781851379
0,0.22293656,0.381892177,0.000455218,0.838225958,0.937890015,0.781649273
0,0.25347452,0.385279691,0.0005059,0.796323729,0.943830129,0.781852923
0,0.214522076,0.374920317,0.000467046,0.8581794,0.932761855,0.781564781
0,0.18861681,0.371398599,0.000382376,0.845511987,0.918334099,0.781426676
0,0.205351234,0.376573254,0.000413719,0.848837561,0.914244989,0.781538536
0,0.288077905,0.371413138,0.000626155,0.942044321,0.96766215,0.781974467
0,0.220194762,0.369637181,0.000433757,0.85173988,0.936372646,0.781585132
0,0.229743784,0.369637181,0.000462729,0.934516431,0.942160962,0.781674536
1,0.177744162,0.380569156,0.000261597,0.813798107,0.745877426,0.780801973
1,0.20884939,0.380583695,0.000426046,0.793935363,0.923606473,0.781527869
1,0.121206391,0.396166931,0.000247423,0.752637785,0.867907888,0.780226111
0,0.214049352,0.369637181,0.000437301,0.999727908,0.928694948,0.781410957
0,0.2149948,0.369637181,0.000446559,0.973214016,0.932367361,0.781677484
0,0.223692919,0.371729634,0.000463153,0.920428092,0.936727942,0.781702045
0,0.226056538,0.379408298,0.000469092,0.845753847,0.937512154,0.781839168
0,0.226529262,0.382392084,0.000461531,0.828309702,0.937102929,0.781756782
0,0.218114777,0.376245574,0.000464775,0.848232911,0.932801254,0.781623027
0,0.200151272,0.382379782,0.000393581,0.794963268,0.900100912,0.781447027
0,0.217452964,0.373917147,0.000447632,0.88892584,0.934569606,0.781684361
0,0.251205446,0.389419862,0.000526537,0.79547722,0.940924919,0.781930396
0,0.224638366,0.37566179,0.00045659,0.856274753,0.937401254,0.781659238
0,0.217831143,0.37840401,0.000451899,0.857877075,0.932217514,0.781651659
0,0.22331474,0.37854716,0.000461506,0.827160867,0.933022163,0.781795238
0,0.223976553,0.375146226,0.000448605,0.82586087,0.934327503,0.781597764
0,0.241845514,0.37362861,0.000462779,0.88309097,0.945060977,0.781877624
0,0.234376477,0.385220418,0.000500535,0.80070744,0.937312321,0.781844923
0,0.224638366,0.391030301,0.000486261,0.776219125,0.933924942,0.781599448
0,0.2637799,0.402882686,0.00053068,0.767481936,0.939318924,0.781929975
0,0.227474709,0.372099811,0.000462579,0.79523536,0.934259298,0.781598746
0,0.226718351,0.382856203,0.000452747,0.806028358,0.933444073,0.781811379
0,0.283728846,0.379926099,0.000570158,0.816095777,0.945987843,0.781837203
0,0.250259998,0.409918293,0.00041831,0.752154065,0.934233543,0.781801835
0,0.219911128,0.371892915,0.000456665,0.892100251,0.945904518,0.781664431
0,0.251016356,0.375490681,0.00054443,0.794237688,0.937174327,0.78163608
0,0.209416659,0.375922368,0.000405559,0.848595701,0.92853588,0.781477623
0,0.180202326,0.377580897,0.000363086,0.852495692,0.906328502,0.781070043
