Bankrupt, ROA(B) before interest and depreciation after tax, Total debt/Total net worth, Debt ratio %, Retained Earnings to Total Assets
0,0.523957385,0.004463838,0.096925356,0.929789768
0,0.617752556,0.001056913,0.030534813,0.967944738
0,0.534503988,0.024416601,0.216041358,0.920966089
0,0.679051341,0.003525474,0.082171902,0.952996683
0,0.545800096,0.002557018,0.064485897,0.937619245
0,0.525135179,0.007461312,0.132962481,0.937739105
0,0.520959366,0.004647133,0.099585815,0.937957334
0,0.562021521,0.005018284,0.104725338,0.945798669
0,0.530328176,0.004611569,0.099071863,0.935926398
0,0.585577386,0.010330205,0.157148472,0.938659468
0,0.532523154,0.003015712,0.073223086,0.923991764
0,0.482841694,0.007510555,0.133446201,0.920805593
0,0.557417421,0.003338531,0.078967258,0.930539401
0,0.567321591,0.004759299,0.101157904,0.953521215
0,0.523903849,0.00397049,0.089457931,0.925334765
0,0.542266717,0.007536089,0.133718294,0.936732685
0,0.624819316,0.007470431,0.133053179,0.94953728
0,0.544622303,0.010735097,0.159990326,0.940112065
0,0.512607741,0.003510884,0.081930042,0.925618542
0,0.589967343,0.004458366,0.096864891,0.94791107
1,0.469618288,0.008580235,0.143332225,0.9205638
1,0.054820922,0.126572374,0.321371346,0.841966378
0,0.542962685,0.006354244,0.121292741,0.938289897
0,0.583328872,0.002896251,0.071016114,0.95187275
0,0.497564109,0.008215468,0.140097349,0.921932967
0,0.529096847,0.000919213,0.026906914,0.969199343
0,0.474329461,0.081796296,0.267617982,0.926332674
1,0.517479522,0.0170939,0.193276295,0.929099556
0,0.53611007,0.010265459,0.156664752,0.932608836
0,0.540071738,0.019465799,0.201922786,0.931384953
0,0.537234327,0.007669229,0.134988058,0.934941216
0,0.536484823,0.015157899,0.184962361,0.937106867
0,0.568392312,0.003042158,0.073706805,0.938460245
0,0.557578029,0.004247713,0.093720712,0.927526699
0,0.567214519,0.018884907,0.199927442,0.939359353
0,0.533219123,0.005806181,0.114853221,0.932927329
1,0.496439852,0.004993662,0.104423013,0.92173281
0,0.516569409,0.014334437,0.181032137,0.929556381
0,0.608972643,0.006115321,0.118541585,0.948344732
0,0.715616468,0.003334884,0.078906793,0.953445877
0,0.597622999,0.007220566,0.130574115,0.947741348
0,0.519995717,0.01040863,0.157692657,0.931433252
0,0.54397987,0.013113379,0.174653082,0.926349047
0,0.58498849,0.00779325,0.136197358,0.944430192
0,0.625354676,0.010147822,0.155818242,0.947021505
0,0.522244231,0.005632005,0.112706715,0.931455733
0,0.57942074,0.011039678,0.162046135,0.942675954
0,0.561646769,0.003905744,0.088430027,0.951720269
0,0.608116066,0.004172024,0.092571878,0.944277451
0,0.636383104,0.002145743,0.056081265,0.973279155
0,0.583917769,0.005604647,0.112374157,0.943271581
0,0.514053215,0.005440502,0.110288116,0.928517775
0,0.520798758,0.003372272,0.079571908,0.938525187
0,0.568713529,0.008196318,0.139915954,0.934895467
0,0.464211146,0.023868538,0.214680896,0.869287678
0,0.56244981,0.011197439,0.163104272,0.939445605
0,0.631618395,0.00519246,0.107083472,0.954886894
0,0.571122651,0.009965438,0.15445778,0.946977407
0,0.508913753,0.012245233,0.169664722,0.930846774
0,0.549333476,0.00542044,0.110046256,0.946137307
0,0.629798169,0.004147402,0.092178855,0.947789369
0,0.53557471,0.004990014,0.104362548,0.940632554
0,0.576797473,0.00153111,0.04229525,0.956356366
0,0.513517854,0.001306778,0.036853403,0.958534692
0,0.558273998,0.010635698,0.159294978,0.941612416
0,0.567482199,0.003431547,0.080599813,0.93850563
0,0.556400236,0.010266371,0.156664752,0.939278612
0,0.586487499,0.008223675,0.140157814,0.94776448
0,0.579367204,0.008595738,0.143453155,0.951937523
0,0.475721398,0.003506324,0.081869577,0.922365231
0,0.549708228,0.000504291,0.015388336,0.946818209
0,0.648910541,0.009286971,0.14922756,0.954627193
0,0.558327534,0.008950474,0.146476404,0.936903807
0,0.51710477,0.005352958,0.109169514,0.939198188
1,0.468172814,0.010440548,0.157934516,0.901862013
0,0.566679158,0.002679215,0.066874263,0.948438276
0,0.504095508,0.007216918,0.130543882,0.926402305
0,0.62503346,0.00502102,0.104785803,0.947669579
0,0.538786873,0.008814598,0.145327569,0.93549671
0,0.548744579,0.010605605,0.159083351,0.940423804
0,0.625086996,0.003449785,0.080902137,0.953575521
0,0.550618341,0.015387702,0.186020498,0.936261133
0,0.541035387,0.013791846,0.178280981,0.935127746
0,0.572835805,0.00346164,0.081083532,0.937989214
0,0.494833771,0.004929828,0.103546271,0.919277723
0,0.557738637,0.001746323,0.047283611,0.945444722
0,0.510252155,0.008384173,0.141608973,0.929565605
0,0.546174849,0.006018658,0.11739275,0.936088076
0,0.569248889,0.008554701,0.143090365,0.94597674
0,0.497082285,0.006810203,0.126281102,0.921160887
0,0.53760908,0.010638434,0.159325211,0.934138241
0,0.5452112,0.005822596,0.115064849,0.936743027
1,0.402055785,0.017743186,0.195785591,0.912301797
0,0.567696343,0.000759628,0.022613901,0.946347021
0,0.543069757,0.006735425,0.125495057,0.934678641
0,0.591787569,0.007959219,0.137739215,0.946329312
0,0.597408855,0.005528046,0.111406718,0.945968362
0,0.587397612,0.001812893,0.048795235,0.94799848
0,0.534932277,0.009048961,0.147292681,0.931944302
0,0.643556936,0.002585287,0.065060314,0.968843182
0,0.528668558,0.02890506,0.225655289,0.933614792
1,0.559987151,0.013788198,0.178250748,0.936187345
0,0.504684405,0.003615754,0.083683526,0.929040355
0,0.542534397,0.013914955,0.178915863,0.931594248
0,0.568606456,0.008296629,0.140822928,0.941456693
0,0.610364581,0.001562115,0.04302083,0.953232747
0,0.511322876,0.007491405,0.133264806,0.927726982
0,0.565180149,0.003923983,0.088702119,0.935329016
0,0.675999786,0.001505576,0.041660368,0.974672099
0,0.58295412,0.001298571,0.036641775,0.939605578
0,0.618234381,0.002100147,0.055083593,0.961943083
0,0.610203972,0.007934597,0.137527587,0.950053104
0,0.574334814,0.003384127,0.079753303,0.94007302
0,0.522511912,0.009931697,0.15421592,0.9211574
0,0.548155683,0.002064582,0.054358013,0.938185184
0,0.605385727,0.006622347,0.124255525,0.943896432
0,0.546174849,0.015933941,0.188469329,0.935897992
0,0.519246212,0.002237846,0.058016144,0.935607152
0,0.683601906,0.003344003,0.079057956,0.958046537
0,0.529632207,0.006290409,0.120567161,0.930727616
0,0.545157664,0.002391961,0.061190555,0.935500775
0,0.585363242,0.01682762,0.192218158,0.944050016
0,0.534450452,0.001542965,0.042567343,0.937438516
0,0.542695005,0.003863796,0.087764912,0.93915298
0,0.559291183,0.001232913,0.035009221,0.94041333
0,0.540125274,0.002386489,0.061069625,0.94338736
0,0.515123936,0.005259942,0.107960214,0.930474327
0,0.530917073,0.040125298,0.24207153,0.935902026
0,0.542587933,0.019992887,0.203646038,0.932088907
0,0.583703624,0.005951176,0.116576473,0.940529428
0,0.583328872,0.004752004,0.101067207,0.944128365
0,0.569516569,0.002159421,0.056353357,0.933387281
0,0.60752717,0.005432295,0.110197418,0.95600919
0,0.531184753,0.016440967,0.190615836,0.926778526
0,0.55281332,0.002854303,0.070230069,0.93971815
0,0.603083677,0.00373248,0.085618406,0.945827448
0,0.539589914,0.005477891,0.110771835,0.934514719
0,0.610578725,0.005808005,0.114853221,0.939046014
0,0.52674126,0.00637157,0.121474136,0.938041638
1,0.419133787,0.014213152,0.180427487,0.903041267
0,0.525402859,0.018488223,0.198536748,0.932152748
0,0.54167782,0.004044356,0.090606766,0.948390369
0,0.574763103,0.007920918,0.137376425,0.936075033
0,0.579581348,0.006142679,0.11884391,0.943121628
0,0.616467691,0.002132064,0.05577894,0.961141171
0,0.523689705,0.005155072,0.10656952,0.930763203
0,0.552438567,0.008010286,0.138222934,0.942605872
0,0.505059157,0.004166553,0.09248118,0.93426171
0,0.526901868,0.02173465,0.208936723,0.922853883
0,0.572514589,0.003769868,0.086223055,0.929459057
0,0.549601156,0.003468024,0.081204462,0.941174501
0,0.544675839,0.00337136,0.079541675,0.937184892
0,0.558273998,0.029393848,0.226562264,0.934627269
0,0.587611757,0.008360463,0.141397346,0.94769004
0,0.645644842,0.003929454,0.088792817,0.955478079
0,0.532951443,0.001801038,0.048553375,0.932266767
0,0.501311633,0.020549157,0.205399522,0.914594855
0,0.566893303,0.007067363,0.129002026,0.936897981
0,0.565822582,0.011866787,0.167367053,0.940613679
0,0.489480165,0.026490302,0.220787859,0.919421723
0,0.54697789,0.008287509,0.140732231,0.934219117
0,0.541142459,0.009251407,0.148925235,0.933272129
0,0.551474918,0.008968712,0.146627566,0.937229459
0,0.564966005,0.006905042,0.127309006,0.936788493
0,0.639220515,0.007128462,0.129636908,0.949159034
0,0.69698592,0.001495545,0.041448741,0.957499933
0,0.563895283,0.001607711,0.0441092,0.944779843
0,0.654371219,0.004744709,0.100976509,0.938992001
0,0.540285883,0.015346666,0.185839103,0.941313897
0,0.516248193,0.005516191,0.111255555,0.914204165
0,0.487927619,0.031787633,0.230734347,0.911644843
1,0.561914449,0.026118239,0.219971581,0.922503066
0,0.53611007,0.002170364,0.056595217,0.943440431
1,0.523529097,0.015311101,0.18568794,0.928536148
0,0.481663901,0.017616429,0.195301871,0.92428871
0,0.624551636,0.001143545,0.032772017,0.94775346
0,0.583382408,0.008498162,0.142606645,0.942236149
0,0.550511269,0.00739839,0.132357832,0.940136241
0,0.566304406,0.006834824,0.126553194,0.938742422
0,0.556560844,0.003426075,0.080478883,0.947467805
0,0.558273998,0.007095633,0.12930435,0.941420812
0,0.663954173,0.001575794,0.043353388,0.961344846
0,0.568713529,0.009981853,0.15457871,0.937756813
0,0.54724557,0.001450861,0.040360371,0.941129609
0,0.562771026,0.00717497,0.130120628,0.940435656
0,0.465496012,0.000290902,0.009069746,0.951042702
0,0.512232989,0.01236287,0.170390301,0.929027868
0,0.503881364,0.007637312,0.134685733,0.927679753
0,0.536591895,0.014147494,0.18009493,0.934673377
0,0.601584667,0.004224004,0.093357922,0.953195919
0,0.541303068,0.011646103,0.166006591,0.930714608
0,0.594464372,0.002912666,0.071318439,0.95056702
0,0.600674554,0.003354946,0.079269583,0.953214698
0,0.539215161,0.010128672,0.15566708,0.930025162
0,0.615718186,0.001818364,0.048916165,0.95940356
0,0.540071738,0.006049663,0.11775554,0.93588942
0,0.588575406,0.00386562,0.087764912,0.953111695
0,0.606563521,0.000456871,0.013997642,0.952768566
0,0.548583971,0.006609581,0.124104363,0.934730337
0,0.630012313,0.00570131,0.113553224,0.953774762
0,0.52877563,0.004716439,0.100553255,0.933718216
0,0.557952781,0.014826872,0.183420504,0.933073338
0,0.529471599,0.019191311,0.200985579,0.924905653
0,0.539215161,0.012642829,0.171992623,0.934277735
0,0.548583971,0.022083003,0.209934396,0.934160166
0,0.544086943,0.002555194,0.064455664,0.943980844
0,0.414904438,0.021337054,0.207787889,0.907492435
0,0.561111409,0.007508732,0.133446201,0.938678011
0,0.555222442,0.007230597,0.130664812,0.938078484
0,0.555650731,0.005448709,0.110409046,0.938114257
0,0.541035387,0.001467276,0.040783626,0.93521521
0,0.59312597,0.006355156,0.121292741,0.944770228
0,0.549440548,0.015718728,0.18750189,0.935435105
0,0.559933615,0.003074075,0.074281223,0.944919979
1,0.536270678,0.031757539,0.230673882,0.930435133
0,0.673537127,0.001313162,0.037004565,0.960825622
0,0.588682478,0.002550634,0.064364967,0.963948307
0,0.469029391,0.00444104,0.096592799,0.902935667
0,0.603886718,0.00142624,0.039785954,0.951144594
0,0.575244927,0.007624545,0.134564803,0.943586499
0,0.549922373,0.003580189,0.083109109,0.937564566
0,0.598586648,0.000492436,0.015055779,0.935533377
0,0.509716794,0.001699815,0.046225474,0.929180762
0,0.540767707,0.024589865,0.216464613,0.93508945
0,0.518817924,0.003256459,0.077546331,0.958406139
0,0.539054553,0.011794746,0.166943798,0.934229832
0,0.562128594,0.011980777,0.168092632,0.938630443
0,0.629155736,0.006801083,0.126190404,0.951916077
0,0.537287863,0.005680336,0.113311364,0.936271578
0,0.568178168,0.003936749,0.088913747,0.936285267
0,0.478237593,0.005397642,0.109743931,0.929246087
0,0.532255474,0.019755788,0.202890226,0.915675278
0,0.577065153,0.005873663,0.115669498,0.944883247
0,0.503024787,0.010368506,0.157420564,0.922550249
0,0.710048718,0.008215468,0.140097349,0.969118315
0,0.645002409,0.004899735,0.103123016,0.960959746
0,0.6133626,0.006179155,0.119267164,0.954683334
0,0.64933883,0.001029555,0.029809233,0.96008342
0,0.515659297,0.015094976,0.184690268,0.933068063
0,0.537073719,0.022464184,0.210992533,0.912473143
0,0.559505327,0.005845393,0.115336941,0.934534782
0,0.533112051,0.001972478,0.052332436,0.936657811
0,0.55838107,0.002685598,0.066995193,0.934556463
0,0.518978532,0.009255966,0.148955468,0.928663075
0,0.539482842,0.010411366,0.157722889,0.933498358
0,0.560790192,0.014119224,0.179943768,0.933161125
0,0.546763745,0.010002827,0.154760105,0.935963392
0,0.505005621,0.001067856,0.030837138,0.930089479
0,0.559130574,0.001863048,0.049913837,0.940085303
0,0.524492746,0.030824647,0.229132025,0.924735649
0,0.52117351,0.010935719,0.161350788,0.924947994
0,0.570266074,0.002982883,0.072618436,0.956370842
0,0.562556882,0.001915939,0.051092904,0.939540051
0,0.506986455,0.005869103,0.115609033,0.927051004
0,0.544515231,0.001199172,0.034162711,0.942692579
0,0.57005193,0.001479131,0.041055718,0.936123861
0,0.579849028,0.009394578,0.15007407,0.940777846
0,0.609615076,0.002790469,0.06902077,0.957155113
0,0.607259489,0.000660229,0.019832512,0.950636106
0,0.544675839,0.015273712,0.185506545,0.940724743
0,0.508646073,0.00779325,0.136197358,0.926311464
0,0.597569463,0.00126939,0.035916196,0.950724341
0,0.52443921,0.007584421,0.134171781,0.928419788
0,0.599657369,0.011356113,0.164132176,0.953568403
0,0.590127951,0.005704046,0.113613689,0.945433358
0,0.558220461,0.007584421,0.134171781,0.941286781
0,0.609400932,0.0021731,0.056655682,0.958647717
0,0.602012956,0.004425537,0.096381171,0.947693418
0,0.53991113,0.005917435,0.116183451,0.937491804
0,0.558541678,0.00464531,0.099555582,0.945664079
0,0.551260774,0.010545418,0.158660096,0.935530932
1,0.533486803,0.011886849,0.167518215,0.929930021
0,0.547459714,0.006455466,0.122411343,0.928823726
0,0.492906473,0.00659955,0.124013665,0.921273797
0,0.715670004,0.001714406,0.046558031,0.971366999
0,0.600674554,0.001343255,0.037760377,0.951659989
0,0.559077038,0.015892904,0.188287934,0.937901612
0,0.545318272,0.009171158,0.148290353,0.945172544
0,0.596177526,0.003935837,0.088883514,0.948489861
0,0.541249532,0.007749478,0.135774103,0.937776473
1,0.464371754,0.02560483,0.218822747,0.919303573
0,0.583917769,0.005497953,0.111013695,0.940055085
0,0.633759837,0.000351088,0.010883696,0.944777783
0,0.574281278,0.001695255,0.046104544,0.947870314
0,0.555329514,0.00470732,0.100432325,0.933813719
0,0.715830612,0.0023491,0.060313813,0.993315053
0,0.66454307,0.002517805,0.063730084,0.974830935
0,0.570533754,0.007862556,0.13683224,0.939640278
0,0.588950158,0.00585816,0.115488104,0.948003543
0,0.542855613,0.006535715,0.123318318,0.935848066
0,0.555490123,0.010434164,0.157874051,0.934529191
0,0.534022164,0.004700025,0.100341627,0.933285643
0,0.552920392,0.011782891,0.1668531,0.934249814
0,0.599603833,0.00854923,0.143060132,0.945167885
0,0.552492103,0.001436271,0.040027814,0.947953499
1,0.540553563,0.008162577,0.139613629,0.933164409
0,0.495208523,0.007785043,0.13610666,0.91510084
0,0.546174849,0.006917809,0.127429936,0.93431855
0,0.523207881,0.007595364,0.134292711,0.924505691
0,0.563092243,0.012572611,0.171599601,0.933999061
0,0.536270678,0.003691443,0.084953291,0.930321502
0,0.55334868,0.005214346,0.107355564,0.93714717
0,0.481342684,0.011014144,0.161894972,0.914586
0,0.531398897,0.002994738,0.072830063,0.952115287
0,0.575833824,0.004521289,0.097771866,0.942331444
0,0.631029498,0.002406551,0.06149288,0.947564711
0,0.552224423,0.006617788,0.12419506,0.937110599
0,0.567964024,0.015331163,0.185778638,0.937702092
0,0.531880722,0.007635488,0.134685733,0.93275628
0,0.532790835,0.00741298,0.132508994,0.922020215
0,0.595053268,0.002926344,0.071560299,0.948046867
0,0.590127951,0.009496713,0.150890347,0.937464905
0,0.608383746,0.005008253,0.104604408,0.937573519
0,0.486482146,0.008229147,0.140218279,0.919701937
0,0.557685101,0.010977667,0.161653112,0.934512701
0,0.607045345,0.003094137,0.074644012,0.945511424
0,0.540500027,0.008117893,0.139220606,0.933601544
0,0.407891215,0.044183332,0.246304078,0.915430579
0,0.574388351,0.016425464,0.190555371,0.944444757
0,0.465067723,0.014065421,0.179701908,0.907354186
0,0.542052572,0.00319992,0.076548659,0.943806627
0,0.514320895,0.0021348,0.055839405,0.936023048
0,0.453985759,0.002884396,0.070774254,0.91593894
0,0.520477542,0.009017044,0.147020588,0.929281716
0,0.555811339,0.010638434,0.159325211,0.925842402
0,0.54344451,0.002722075,0.067720773,0.924826685
0,0.560629584,0.006418078,0.121988088,0.937562929
0,0.568392312,0.003670469,0.084620733,0.945292636
0,0.492210504,0.006771902,0.125888079,0.917557394
0,0.562128594,0.014196737,0.18033679,0.933217124
0,0.510359227,0.009576049,0.151494997,0.922343429
0,0.518229027,0.001861224,0.049883605,0.925450249
0,0.44841801,0.003490822,0.081597485,0.915440826
0,0.556239627,0.001420768,0.039665024,0.935643578
0,0.651319664,0.003446138,0.08081144,0.953140544
0,0.56218213,0.006129912,0.118692747,0.937594114
0,0.520156325,0.031547798,0.230341325,0.933929461
0,0.568499384,0.002816002,0.06950449,0.942291232
0,0.533219123,0.005513455,0.111225323,0.93487718
0,0.546817281,0.010914745,0.161229858,0.933843551
0,0.528293806,0.00925779,0.1489857,0.943000088
0,0.527169549,0.007954659,0.137708982,0.926453063
0,0.576369185,0.01108345,0.16234846,0.907165097
0,0.575298464,0.005248087,0.107809052,0.936991025
0,0.630172921,0.001225618,0.034827826,0.970732731
0,0.514374431,0.013810996,0.178371678,0.926694783
0,0.553295144,0.003434283,0.080630045,0.935676979
0,0.614005032,0.002841536,0.069988209,0.949824993
0,0.615504042,0.004957185,0.103909061,0.946983424
0,0.665774399,0.003799962,0.086706775,0.957079614
0,0.548316291,0.006651529,0.124588082,0.91442322
0,0.54751325,0.003322117,0.078695166,0.940797985
0,0.508699609,0.000311876,0.009704629,0.934244592
0,0.608865571,0.002532396,0.064002177,0.941990357
0,0.519246212,0.007825167,0.136499683,0.928407858
0,0.525135179,0.017144968,0.193487922,0.922696968
0,0.560040687,0.003383215,0.079753303,0.952256312
0,0.561914449,0.005857248,0.115457871,0.937047352
0,0.588575406,0.000782426,0.023218551,0.947468267
0,0.630172921,0.000916477,0.026846449,0.965885743
0,0.534985813,0.016217547,0.189678629,0.913188734
0,0.551260774,0.007309934,0.13148109,0.943113396
0,0.559130574,0.008499986,0.142636878,0.933797943
0,0.508913753,0.00093654,0.027360401,0.936722179
0,0.593714867,0.004444688,0.096653264,0.954633595
0,0.582365223,0.011151843,0.162801947,0.94198493
0,0.643021575,0.00177824,0.048009191,0.958211154
0,0.586487499,0.006581311,0.123802038,0.943545381
0,0.528722094,0.005678512,0.113281132,0.931485535
0,0.554098185,0.002931816,0.071650996,0.945819117
0,0.535467637,0.007965602,0.13779968,0.911281935
0,0.551635527,0.010580071,0.158901956,0.934360857
0,0.582739975,0.004157433,0.092330018,0.945818127
0,0.553455752,0.006032337,0.117543913,0.935808322
0,0.569516569,0.004360791,0.095413732,0.927038953
0,0.549387012,0.006543923,0.123409015,0.931455812
0,0.542427325,0.007713001,0.135411313,0.930519501
0,0.545425344,0.011156403,0.162832179,0.939511842
0,0.517425986,0.02612827,0.220001814,0.933112654
0,0.590127951,0.012201461,0.169422862,0.942608712
0,0.534557524,0.004289662,0.094355595,0.935931167
0,0.530863537,0.004358967,0.095383499,0.932102119
0,0.600353338,0.0066187,0.124225292,0.945109362
0,0.575940896,0.007298079,0.13136016,0.945363926
0,0.597890679,0.000866322,0.02551622,0.993998909
0,0.594410836,0.005311922,0.108655561,0.944237527
0,0.531184753,0.008267447,0.140550836,0.920676329
0,0.518443171,0.025284746,0.218097167,0.92846356
0,0.552866856,0.004056211,0.090788161,0.955588685
0,0.517479522,0.007236068,0.130725277,0.930258877
0,0.629637561,0.002483152,0.063034737,0.951517841
0,0.571122651,0.014112841,0.179913535,0.939137425
0,0.524760426,0.005555404,0.111739275,0.936706897
0,0.556560844,0.010829936,0.160625208,0.938229298
0,0.540821243,0.007971074,0.137860145,0.938248084
0,0.611221157,0.003085018,0.07449285,0.953806699
0,0.542855613,0.001792831,0.048341748,0.956751454
0,0.611917126,0.00308593,0.07449285,0.950405407
0,0.550725414,0.005472419,0.11071137,0.936282639
0,0.549440548,0.023449056,0.213622759,0.93413331
0,0.555168906,0.010390392,0.157571727,0.93755048
1,0.518496708,0.00632871,0.120990416,0.934634543
1,0.494244874,0.006900482,0.127248541,0.925334765
0,0.544889983,0.006558513,0.123560178,0.934586319
0,0.587665293,0.000637431,0.01919763,0.944146878
0,0.589806735,0.005238056,0.107688122,0.942969329
0,0.559987151,0.007724856,0.135532243,0.934730722
0,0.55077895,0.001609535,0.044139432,0.937199384
0,0.634241662,0.004692729,0.10025093,0.955287828
0,0.524599818,0.006175508,0.119236932,0.907609391
0,0.615022217,0.002387401,0.061069625,0.95115308
0,0.578189411,0.002685598,0.066995193,0.953944888
0,0.578992451,0.008032172,0.138434562,0.94446169
0,0.584506665,0.004843196,0.102336971,0.943945032
0,0.594196691,0.003295671,0.078211446,0.942663872
0,0.750414904,0.002059111,0.054237083,0.981743837
0,0.547673858,0.002566137,0.064667291,0.933091704
0,0.534664597,0.010959429,0.16150195,0.930996693
0,0.532362546,0.007763157,0.135895033,0.938912785
0,0.555597195,0.003035775,0.073585875,0.944783811
0,0.537448472,0.000766923,0.022795296,0.933731321
0,0.526848332,0.008277478,0.140641533,0.931369142
0,0.588896622,0.00394678,0.089064909,0.954612569
1,0.507896568,0.017314584,0.194153037,0.928528317
1,0.430644039,0.005296419,0.108443934,0.887463919
0,0.586166283,0.004431921,0.096471869,0.950518248
0,0.547834467,0.007909064,0.137285727,0.931596748
0,0.586862252,0.003167091,0.075944009,0.949404752
0,0.602280636,0.002015338,0.053269644,0.949435219
0,0.546603137,0.01531566,0.18568794,0.939264466
0,0.626425398,0.002186779,0.056927775,0.947291333
0,0.654210611,0.002845184,0.070048674,0.963867131
0,0.542427325,0.0059913,0.117060193,0.94434647
0,0.473098132,0.009503096,0.150920579,0.921462067
1,0.474329461,0.007563447,0.133990386,0.905277282
0,0.539696986,0.001610447,0.044169665,0.937630997
0,0.494833771,0.008208173,0.140036884,0.918821949
0,0.551742599,0.014298872,0.180850742,0.936959675
0,0.555650731,0.005393082,0.109683466,0.93610744
0,0.583971305,0.012336425,0.170208906,0.932201684
0,0.543926334,0.00415561,0.092299785,0.936285087
0,0.543605118,0.010331117,0.157148472,0.934569068
0,0.497296429,0.003302966,0.078362608,0.934220415
0,0.561753841,0.006809291,0.126281102,0.940117162
0,0.53964345,0.015721464,0.187532122,0.932963081
0,0.594946196,0.003905744,0.088430027,0.943610028
0,0.568713529,0.001466364,0.040753394,0.936607354
0,0.604207934,0.004232211,0.093478852,0.943168483
1,0.430751111,0.019298006,0.201348369,0.891757808
0,0.495636811,0.002599878,0.065332406,0.923824887
0,0.539268697,0.002934552,0.071741694,0.928506079
0,0.566143798,0.005366637,0.109350908,0.947607323
0,0.543658654,0.008058618,0.138676422,0.937276081
0,0.5452112,0.008928588,0.146295009,0.930824382
0,0.478933562,0.005848129,0.115367174,0.932889975
0,0.56394882,0.005864544,0.115548568,0.937552747
0,0.567642807,0.015652158,0.187229797,0.939984393
0,0.528668558,0.007533353,0.133688061,0.90956871
0,0.580330853,0.002213225,0.057502192,0.946044664
0,0.566572086,0.008693313,0.144299664,0.940498847
0,0.513143102,0.003201744,0.076578892,0.912063035
0,0.576262113,0.003814552,0.086948635,0.952524619
1,0.418705498,0.019468534,0.201922786,0.90022878
0,0.583917769,0.013670561,0.177646098,0.926850269
0,0.621553616,0.004648957,0.099616047,0.943119007
0,0.757909952,0.005159631,0.106629985,0.981780599
0,0.481878045,0.041999289,0.244127339,0.924060083
0,0.62680015,0.009364484,0.14983221,0.957379462
0,0.584774346,0.018460865,0.19844605,0.940362779
0,0.531880722,0.006197394,0.119478792,0.936260208
0,0.561593233,0.008774474,0.144995012,0.938571265
0,0.601263451,0.005399466,0.109774163,0.937335223
0,0.602548316,0.004092687,0.091362578,0.89894361
0,0.542641469,0.010450579,0.157994981,0.932257778
0,0.541731356,0.001697079,0.046165009,0.951880809
0,0.549601156,0.002673743,0.066783566,0.953328187
0,0.625890037,0.00064199,0.01931856,0.964983706
0,0.554044649,0.020478027,0.205187895,0.934220132
0,0.55511537,0.00334765,0.079148653,0.945713063
0,0.560736656,0.004917061,0.103364876,0.932076867
0,0.563681139,0.006667943,0.124769477,0.939162455
1,0.445794743,0.058114701,0.256976147,0.913020361
0,0.560308368,0.004894263,0.103062551,0.935946138
0,0.567803416,0.00801667,0.138283399,0.946096072
0,0.41624284,0.003953164,0.089155607,0.92020999
0,0.526901868,0.006398928,0.121776461,0.931824208
0,0.592430002,0.002506862,0.063488224,0.943356133
0,0.556989132,0.002357308,0.060464976,0.941927192
0,0.531720113,0.013103348,0.174592617,0.937283377
0,0.574281278,0.008547406,0.1430299,0.943789973
0,0.557631565,0.002065494,0.054358013,0.939379386
0,0.471973874,0.016606936,0.191311183,0.913766098
0,0.545532416,0.007440338,0.132781087,0.936827928
0,0.610792869,0.003765309,0.08616259,0.954621493
0,0.577439906,0.004581475,0.098648608,0.949374895
0,0.53380802,0.008844691,0.145569429,0.958757324
0,0.560254832,0.009355365,0.149771745,0.926132754
0,0.536484823,0.006004979,0.117241588,0.917839894
0,0.526901868,0.000577244,0.017474378,0.931821394
0,0.54397987,0.003996936,0.089850954,0.935363268
0,0.579313668,0.001944209,0.051697554,0.942782957
0,0.567589271,0.001595856,0.043806875,0.940322221
0,0.555168906,0.005810741,0.114913686,0.942810287
0,0.603833182,0.002863422,0.070381232,0.925890367
0,0.59992505,0.008717023,0.144511292,0.946109164
0,0.541999036,0.008287509,0.140732231,0.93609614
0,0.587237004,0.005005517,0.104574175,0.951151406
0,0.54697789,0.003928542,0.088792817,0.936849565
0,0.539482842,0.003144293,0.075550987,0.934008797
0,0.568874137,0.000848084,0.025002267,0.949116677
0,0.54697789,0.01423139,0.180518185,0.943349996
0,0.478558809,0.007987488,0.138011307,0.906154303
0,0.531238289,0.006922368,0.127490401,0.939803182
0,0.531131217,0.002207753,0.057381262,0.926046876
0,0.648482253,0.001931442,0.051455694,0.956825071
0,0.543658654,0.005720461,0.113795084,0.936992857
1,0.564644788,0.01755989,0.195090244,0.93604721
0,0.55864875,0.008354991,0.141336881,0.935009282
0,0.573371165,0.008784505,0.145085709,0.943385106
0,0.55334868,0.006822057,0.126402032,0.93486176
0,0.54141014,0.007663758,0.134957826,0.932821113
0,0.487178114,0.009637148,0.151978716,0.920394183
0,0.525456395,0.003386863,0.079813768,0.949565481
0,0.532951443,0.008700608,0.144360129,0.93232549
0,0.63086889,0.004121869,0.091785833,0.942670781
0,0.567856952,0.002290738,0.059104514,0.951778293
0,0.548209219,0.003140645,0.075490522,0.954405542
0,0.537662616,0.019178544,0.200955347,0.928441239
0,0.585577386,0.0047976,0.101702089,0.951593034
0,0.580277317,0.007182265,0.130181093,0.940107816
0,0.572139836,0.001519255,0.041992926,0.950453113
0,0.539804058,0.004078097,0.091120718,0.937589484
0,0.528989775,0.004641662,0.099495117,0.933450344
0,0.556560844,0.010201625,0.156211265,0.941993955
0,0.5039349,0.018093362,0.197085588,0.906261335
0,0.523314953,0.005702222,0.113583457,0.931877939
